"","COM","PTOT"
"903","Muret-et-Crouttes-2",122
"904","Muscourt-2",50
"905","Nampcelles-la-Cour-2",119
"906","Nampteuil-sous-Muret-2",105
"907","Nanteuil-la-Fosse-2",197
"908","Nanteuil-Notre-Dame-2",66
"909","Nauroy-2",708
"910","Nesles-la-Montagne-2",1268
"911","Neufchatel-sur-Aisne-2",428
"912","Neuflieux-2",89
"913","Neuilly-Saint-Front-2",2109
"914","Neuve-Maison-2",628
"915","LaNeuville-Bosmont-2",189
"916","LaNeuville-en-Beine-2",197
"917","LaNeuville-Housset-2",68
"918","LaNeuville-les-Dorengt-2",386
"919","Neuville-Saint-Amand-2",869
"920","Neuville-sur-Ailette-2",113
"921","Neuville-sur-Margival-2",116
"922","Neuvillette-2",195
"923","Nizy-le-Comte-2",248
"924","Nogent-l'Artaud-2",2185
"925","Nogentel-2",1063
"926","Noircourt-2",82
"927","Noroy-sur-Ourcq-2",128
"928","LeNouvion-en-Thierache-2",2612
"929","Nouvion-et-Catillon-2",471
"930","Nouvion-le-Comte-2",251
"931","Nouvion-le-Vineux-2",163
"932","Nouvron-Vingre-2",220
"933","Noyales-2",169
"934","Noyant-et-Aconin-2",505
"935","Ognes-2",1132
"936","Ohis-2",299
"937","Oigny-en-Valois-2",162
"938","Oisy-2",469
"939","Ollezy-2",180
"940","Omissy-2",799
"941","Orainville-2",510
"942","Orgeval-2",64
"943","Origny-en-Thierache-2",1466
"944","Origny-Sainte-Benoite-2",1697
"945","Osly-Courtil-2",340
"946","Ostel-2",86
"947","Oulches-la-Vallee-Foulon-2",86
"948","Oulchy-la-Ville-2",134
"949","Oulchy-le-Chateau-2",829
"950","Paars-2",321
"951","Paissy-2",78
"952","Pancy-Courtecon-2",56
"953","Papleux-2",130
"954","Parcy-et-Tigny-2",265
"955","Parfondeval-2",147
"956","Parfondru-2",356
"957","Pargnan-2",73
"958","Pargny-Filain-2",260
"959","Pargny-la-Dhuys-2",174
"960","Pargny-les-Bois-2",135
"961","Parpeville-2",194
"962","Pasly-2",1063
"963","Passy-en-Valois-2",146
"964","Passy-sur-Marne-2",129
"965","Pavant-2",787
"966","Pernant-2",677
"967","Petit-Verly-2",144
"968","Pierremande-2",270
"969","Pierrepont-2",360
"970","Pignicourt-2",199
"971","Pinon-2",1755
"972","Pithon-2",85
"973","Pleine-Selve-2",187
"974","LePlessier-Huleu-2",73
"975","Ploisy-2",81
"976","Plomion-2",470
"977","Ployart-et-Vaurseine-2",21
"978","Pommiers-2",740
"979","Pont-Arcy-2",129
"980","Pont-Saint-Mard-2",211
"981","Pontavert-2",619
"982","Pontru-2",265
"983","Pontruet-2",353
"984","Pouilly-sur-Serre-2",508
"985","Premont-2",709
"986","Premontre-2",656
"987","Presles-et-Boves-2",361
"988","Presles-et-Thierny-2",396
"989","Priez-2",53
"990","Prisces-2",102
"991","Proisy-2",347
"992","Proix-2",144
"993","Prouvais-2",333
"994","Proviseux-et-Plesnoy-2",126
"995","Puiseux-en-Retz-2",221
"996","Puisieux-et-Clanlieu-2",312
"997","Quierzy-2",420
"998","Quincy-Basse-2",60
"999","Quincy-sous-le-Mont-2",60
"1000","Raillimont-2",85
"1001","Ramicourt-2",153
"1002","Regny-2",206
"1003","Remaucourt-2",306
"1004","Remies-2",237
"1005","Remigny-2",353
"1006","Renansart-2",163
"1007","Renneval-2",116
"1008","Resigny-2",182
"1009","Ressons-le-Long-2",781
"1010","Retheuil-2",362
"1011","Reuilly-Sauvigny-2",206
"1012","Ribeauville-2",62
"1013","Ribemont-2",1998
"1014","Rocourt-Saint-Martin-2",309
"1015","Rocquigny-2",365
"1016","Rogecourt-2",106
"1017","Rogny-2",109
"1018","Romeny-sur-Marne-2",515
"1019","Romery-2",83
"1020","Roncheres-2",123
"1021","Roucy-2",404
"1022","Rougeries-2",251
"1023","Roupy-2",243
"1024","Rouvroy-2",520
"1025","Rouvroy-sur-Serre-2",41
"1026","Royaucourt-et-Chailvet-2",255
"1027","Rozet-Saint-Albin-2",324
"1028","Rozieres-sur-Crise-2",229
"1029","Rozoy-Bellevalle-2",123
"1030","Rozoy-sur-Serre-2",1018
"1031","Saconin-et-Breuil-2",221
"1032","Sains-Richaumont-2",1071
"1033","Saint-Algis-2",152
"1034","Saint-Aubin-2",292
"1035","Saint-Bandry-2",268
"1036","Saint-Christophe-a-Berry-2",452
"1037","Saint-Clement-2",48
"1038","Saint-Erme-Outre-et-Ramecourt-2",1762
"1039","Saint-Eugene-2",245
"1040","Saint-Gengoulph-2",153
"1041","Saint-Gobain-2",2325
"1042","Saint-Gobert-2",278
"1043","Saint-Mard-2",116
"1044","Saint-Martin-Riviere-2",116
"1045","Saint-Michel-2",3423
"1046","Saint-Nicolas-aux-Bois-2",120
"1047","Saint-Paul-aux-Bois-2",385
"1048","Saint-Pierre-Aigle-2",341
"1049","Saint-Pierre-les-Franqueville-2",54
"1050","Saint-Pierremont-2",43
"1051","Saint-Quentin-2",55116
"1052","Saint-Remy-Blanzy-2",224
"1053","Saint-Simon-2",648
"1054","Saint-Thibaut-2",80
"1055","Saint-Thomas-2",81
"1056","Sainte-Croix-2",134
"1057","Sainte-Genevieve-2",68
"1058","Sainte-Preuve-2",82
"1059","Samoussy-2",390
"1060","Sancy-les-Cheminots-2",103
"1061","Saponay-2",288
"1062","Saulchery-2",724
"1063","Savy-2",629
"1064","Seboncourt-2",1104
"1065","Selens-2",252
"1066","LaSelve-2",220
"1067","Septmonts-2",574
"1068","Septvallons-2",1201
"1069","Septvaux-2",180
"1070","Sequehart-2",220
"1071","Serain-2",415
"1072","Seraucourt-le-Grand-2",775
"1073","Serches-2",308
"1074","Sergy-2",149
"1075","Seringes-et-Nesles-2",277
"1076","Sermoise-2",354
"1077","Servais-2",290
"1078","Serval-2",52
"1079","Sery-les-Mezieres-2",596
"1080","Silly-la-Poterie-2",127
"1081","Sinceny-2",2075
"1082","Sissonne-2",2108
"1083","Sissy-2",479
"1084","Soissons-2",29173
"1085","Soize-2",101
"1086","Sommelans-2",62
"1087","Sommeron-2",146
"1088","Sommette-Eaucourt-2",190
"1089","Sons-et-Roncheres-2",233
"1090","Sorbais-2",269
"1091","Soucy-2",90
"1092","Soupir-2",276
"1093","LeSourd-2",171
"1094","Surfontaine-2",104
"1095","Taillefontaine-2",283
"1096","Tannieres-2",17
"1097","Tartiers-2",171
"1098","Tavaux-et-Pontsericourt-2",572
"1099","Tergnier-2",13748
"1100","Terny-Sorny-2",340
"1101","Thenailles-2",226
"1102","Thenelles-2",547
"1103","Thiernu-2",104
"1104","LeThuel-2",162
"1105","Torcy-en-Valois-2",73
"1106","Toulis-et-Attencourt-2",125
"1107","Travecy-2",673
"1108","Trefcon-2",85
"1109","Trelou-sur-Marne-2",967
"1110","Troesnes-2",228
"1111","Trosly-Loire-2",606
"1112","Trucy-2",146
"1113","Tugny-et-Pont-2",283
"1114","Tupigny-2",333
"1115","Ugny-le-Gay-2",188
"1116","Urcel-2",595
"1117","Urvillers-2",680
"1118","Vadencourt-2",539
"1119","Vailly-sur-Aisne-2",2045
"1120","LaVallee-au-Ble-2",369
"1121","LaVallee-Mulatre-2",148
"1122","ValleesenChampagne-2",576
"1123","Variscourt-2",208
"1124","Vassens-2",150
"1125","Vasseny-2",219
"1126","Vassogne-2",91
"1127","Vaucelles-et-Beffecourt-2",267
"1128","Vaudesson-2",243
"1129","Vaux-Andigny-2",925
"1130","Vaux-en-Vermandois-2",157
"1131","Vauxaillon-2",545
"1132","Vauxbuin-2",805
"1133","Vauxrezis-2",326
"1134","Vauxtin-2",39
"1135","Vendelles-2",117
"1136","Vendeuil-2",961
"1137","Vendhuile-2",564
"1138","Vendieres-2",158
"1139","Vendresse-Beaulne-2",100
"1140","Venerolles-2",223
"1141","Venizel-2",1396
"1142","Verdilly-2",473
"1143","LeVerguier-2",222
"1144","Vermand-2",1127
"1145","Verneuil-sous-Coucy-2",130
"1146","Verneuil-sur-Serre-2",260
"1147","Versigny-2",471
"1148","Vervins-2",2675
"1149","Vesles-et-Caumont-2",237
"1150","Veslud-2",257
"1151","Veuilly-la-Poterie-2",164
"1152","Vezaponin-2",122
"1153","Vezilly-2",190
"1154","Vic-sur-Aisne-2",1649
"1155","Vichel-Nanteuil-2",83
"1156","Viel-Arcy-2",177
"1157","Viels-Maisons-2",1246
"1158","Vierzy-2",430
"1159","Viffort-2",322
"1160","Vigneux-Hocquet-2",273
"1161","LaVille-aux-Bois-les-Dizy-2",208
"1162","LaVille-aux-Bois-les-Pontavert-2",151
"1163","Ville-Savoye-2",83
"1164","Villemontoire-2",188
"1165","Villeneuve-Saint-Germain-2",2507
"1166","Villeneuve-sur-Aisne-2",2761
"1167","Villeneuve-sur-Fere-2",294
"1168","Villequier-Aumont-2",675
"1169","Villeret-2",300
"1170","Villers-Agron-Aiguizy-2",74
"1171","Villers-Cotterets-2",11104
"1172","Villers-Helon-2",218
"1173","Villers-le-Sec-2",268
"1174","Villers-les-Guise-2",166
"1175","Villers-Saint-Christophe-2",449
"1176","Villers-sur-Fere-2",536
"1177","Villiers-Saint-Denis-2",1181
"1178","Vincy-Reuil-et-Magny-2",117
"1179","Viry-Noureuil-2",1736
"1180","Vivaise-2",709
"1181","Vivieres-2",404
"1182","Voharies-2",74
"1183","Vorges-2",381
"1184","Voulpaix-2",373
"1185","Voyenne-2",323
"1186","Vregny-2",93
"1187","Vuillery-2",43
"1188","Wassigny-2",969
"1189","Watigny-2",384
"1190","Wiege-Faty-2",198
"1191","Wimy-2",504
"1192","Wissignicourt-2",174
"1193","Œuilly-2",293
"1194","Abrest-3",2968
"1195","Agonges-3",321
"1196","Ainay-le-Chateau-3",1009
"1197","Andelaroche-3",262
"1198","Archignat-3",340
"1199","Arfeuilles-3",652
"1200","Arpheuilles-Saint-Priest-3",364
"1201","Arronnes-3",387
"1202","Aubigny-3",171
"1203","Audes-3",442
"1204","Aurouer-3",418
"1205","Autry-Issards-3",329
"1206","Avermes-3",4056
"1207","Avrilly-3",138
"1208","Bagneux-3",336
"1209","Barberier-3",145
"1210","Barrais-Bussolles-3",197
"1211","Bayet-3",706
"1212","Beaulon-3",1662
"1213","Beaune-d'Allier-3",300
"1214","Begues-3",228
"1215","Bellenaves-3",1027
"1216","Bellerive-sur-Allier-3",8866
"1217","Bert-3",246
"1218","Bessay-sur-Allier-3",1358
"1219","Besson-3",783
"1220","Bezenet-3",961
"1221","Billezois-3",379
"1222","Billy-3",789
"1223","Biozat-3",864
"1224","Bizeneuille-3",301
"1225","Blomard-3",247
"1226","Bost-3",189
"1227","Bouce-3",514
"1228","LeBouchaud-3",217
"1229","Bourbon-l'Archambault-3",2638
"1230","Braize-3",261
"1231","Bransat-3",523
"1232","Bresnay-3",395
"1233","Bressolles-3",1157
"1234","LeBrethon-3",335
"1235","LeBreuil-3",546
"1236","Broût-Vernet-3",1255
"1237","Brugheas-3",1533
"1238","Busset-3",898
"1239","Buxieres-les-Mines-3",1066
"1240","LaCelle-3",418
"1241","Cerilly-3",1331
"1242","Cesset-3",437
"1243","LaChabanne-3",193
"1244","Chamberat-3",309
"1245","Chamblet-3",1123
"1246","Chantelle-3",1115
"1247","Chapeau-3",241
"1248","LaChapelaude-3",1004
"1249","LaChapelle-3",383
"1250","LaChapelle-aux-Chasses-3",211
"1251","Chappes-3",243
"1252","Chareil-Cintrat-3",364
"1253","Charmeil-3",1026
"1254","Charmes-3",402
"1255","Charroux-3",375
"1256","Chassenard-3",1028
"1257","Chateau-sur-Allier-3",181
"1258","Chatel-de-Neuvre-3",552
"1259","Chatel-Montagne-3",341
"1260","Chatelperron-3",146
"1261","Chatelus-3",107
"1262","Chatillon-3",319
"1263","Chavenon-3",135
"1264","Chavroches-3",250
"1265","Chazemais-3",505
"1266","Chemilly-3",650
"1267","Chevagnes-3",673
"1268","Chezelle-3",171
"1269","Chezy-3",243
"1270","Chirat-l'Eglise-3",131
"1271","Chouvigny-3",241
"1272","Cindre-3",311
"1273","Cognat-Lyonne-3",698
"1274","Colombier-3",343
"1275","Commentry-3",6347
"1276","Contigny-3",597
"1277","Cosne-d'Allier-3",2066
"1278","Coulandon-3",706
"1279","Coulanges-3",347
"1280","Couleuvre-3",596
"1281","Courçais-3",327
"1282","Coutansouze-3",154
"1283","Couzon-3",310
"1284","Crechy-3",455
"1285","Cressanges-3",640
"1286","Creuzier-le-Neuf-3",1203
"1287","Creuzier-le-Vieux-3",3403
"1288","Cusset-3",13171
"1289","Deneuille-les-Chantelle-3",84
"1290","Deneuille-les-Mines-3",370
"1291","Desertines-3",4519
"1292","Deux-Chaises-3",405
"1293","Diou-3",1425
"1294","Domerat-3",8907
"1295","Dompierre-sur-Besbre-3",3097
"1296","LeDonjon-3",1093
"1297","Doyet-3",1207
"1298","Droiturier-3",353
"1299","Durdat-Larequille-3",1434
"1300","Ebreuil-3",1298
"1301","Echassieres-3",387
"1302","Escurolles-3",810
"1303","Espinasse-Vozelle-3",1006
"1304","Estivareilles-3",1131
"1305","Etroussat-3",671
"1306","Ferrieres-sur-Sichon-3",561
"1307","LaFerte-Hauterive-3",295
"1308","Fleuriel-3",345
"1309","Fourilles-3",199
"1310","Franchesse-3",487
"1311","Gannat-3",6021
"1312","Gannay-sur-Loire-3",416
"1313","Garnat-sur-Engievre-3",722
"1314","Gennetines-3",677
"1315","Gipcy-3",243
"1316","Gouise-3",221
"1317","LaGuillermie-3",128
"1318","Haut-Bocage-3",898
"1319","Hauterive-3",1182
"1320","Herisson-3",632
"1321","Huriel-3",2699
"1322","Hyds-3",329
"1323","Isle-et-Bardais-3",284
"1324","Isserpent-3",557
"1325","Jaligny-sur-Besbre-3",578
"1326","Jenzat-3",523
"1327","Lafeline-3",195
"1328","Lalizolle-3",411
"1329","Lamaids-3",235
"1330","Langy-3",274
"1331","Lapalisse-3",3214
"1332","Laprugne-3",326
"1333","Lavault-Sainte-Anne-3",1192
"1334","Lavoine-3",149
"1335","Lenax-3",250
"1336","Letelon-3",102
"1337","Liernolles-3",220
"1338","Lignerolles-3",751
"1339","Limoise-3",190
"1340","Loddes-3",169
"1341","Loriges-3",355
"1342","Louchy-Montfand-3",456
"1343","Louroux-Bourbonnais-3",214
"1344","Louroux-de-Beaune-3",164
"1345","Louroux-de-Bouble-3",242
"1346","Luneau-3",287
"1347","Lurcy-Levis-3",1921
"1348","Lusigny-3",1746
"1349","Magnet-3",1026
"1350","Malicorne-3",798
"1351","Marcenat-3",411
"1352","Marcillat-en-Combraille-3",932
"1353","Marigny-3",210
"1354","Mariol-3",796
"1355","LeMayet-d'Ecole-3",274
"1356","LeMayet-de-Montagne-3",1468
"1357","Mazerier-3",309
"1358","Mazirat-3",288
"1359","Meaulne-Vitray-3",919
"1360","Meillard-3",334
"1361","Meillers-3",140
"1362","Mercy-3",261
"1363","Mesples-3",123
"1364","Molinet-3",1171
"1365","Molles-3",934
"1366","Monestier-3",293
"1367","Monetay-sur-Allier-3",553
"1368","Monetay-sur-Loire-3",261
"1369","Montaigu-le-Blin-3",309
"1370","Montaiguet-en-Forez-3",311
"1371","Montbeugny-3",683
"1372","Montcombroux-les-Mines-3",307
"1373","Monteignet-sur-l'Andelot-3",265
"1374","LeMontet-3",472
"1375","Montilly-3",513
"1376","Montluçon-3",36015
"1377","Montmarault-3",1545
"1378","Montoldre-3",640
"1379","Montord-3",216
"1380","Montvicq-3",748
"1381","Moulins-3",20117
"1382","Murat-3",295
"1383","Nades-3",155
"1384","Nassigny-3",188
"1385","Naves-3",125
"1386","Neris-les-Bains-3",2638
"1387","Neuilly-en-Donjon-3",225
"1388","Neuilly-le-Real-3",1487
"1389","Neure-3",188
"1390","Neuvy-3",1800
"1391","Nizerolles-3",321
"1392","Noyant-d'Allier-3",630
"1393","Paray-le-Fresil-3",396
"1394","Paray-sous-Briailles-3",645
"1395","Perigny-3",450
"1396","LaPetite-Marche-3",178
"1397","Pierrefitte-sur-Loire-3",524
"1398","LePin-3",426
"1399","Poezat-3",152
"1400","Pouzy-Mesangy-3",409
"1401","Premilhat-3",2531
"1402","Quinssaines-3",1524
"1403","Reugny-3",254
"1404","Rocles-3",384
"1405","Rongeres-3",566
"1406","Ronnet-3",176
"1407","Saint-Angel-3",793
"1408","Saint-Aubin-le-Monial-3",277
"1409","Saint-Bonnet-de-Four-3",218
"1410","Saint-Bonnet-de-Rochefort-3",719
"1411","Saint-Bonnet-Tronçais-3",735
"1412","Saint-Caprais-3",96
"1413","Saint-Christophe-3",468
"1414","Saint-Clement-3",298
"1415","Saint-Desire-3",462
"1416","Saint-Didier-en-Donjon-3",255
"1417","Saint-Didier-la-Foret-3",381
"1418","Saint-Eloy-d'Allier-3",40
"1419","Saint-Ennemond-3",637
"1420","Saint-Etienne-de-Vicq-3",543
"1421","Saint-Fargeol-3",194
"1422","Saint-Felix-3",316
"1423","Saint-Genest-3",409
"1424","Saint-Gerand-de-Vaux-3",386
"1425","Saint-Gerand-le-Puy-3",986
"1426","Saint-Germain-de-Salles-3",435
"1427","Saint-Germain-des-Fosses-3",3687
"1428","Saint-Hilaire-3",545
"1429","Saint-Leger-sur-Vouzance-3",272
"1430","Saint-Leon-3",556
"1431","Saint-Leopardin-d'Augy-3",413
"1432","Saint-Loup-3",582
"1433","Saint-Marcel-en-Marcillat-3",131
"1434","Saint-Marcel-en-Murat-3",129
"1435","Saint-Martin-des-Lais-3",125
"1436","Saint-Martinien-3",608
"1437","Saint-Menoux-3",1108
"1438","Saint-Nicolas-des-Biefs-3",170
"1439","Saint-Palais-3",165
"1440","Saint-Pierre-Laval-3",357
"1441","Saint-Plaisir-3",388
"1442","Saint-Pont-3",683
"1443","Saint-Pourçain-sur-Besbre-3",408
"1444","Saint-Pourçain-sur-Sioule-3",5300
"1445","Saint-Priest-d'Andelot-3",148
"1446","Saint-Priest-en-Murat-3",224
"1447","Saint-Prix-3",822
"1448","Saint-Remy-en-Rollat-3",1741
"1449","Saint-Sauvier-3",344
"1450","Saint-Sornin-3",229
"1451","Saint-Victor-3",2121
"1452","Saint-Voir-3",194
"1453","Saint-Yorre-3",2613
"1454","Sainte-Therence-3",189
"1455","Saligny-sur-Roudon-3",754
"1456","Sanssat-3",272
"1457","Saulcet-3",702
"1458","Saulzet-3",388
"1459","Sauvagny-3",88
"1460","Sazeret-3",150
"1461","Serbannes-3",845
"1462","Servilly-3",295
"1463","Seuillet-3",515
"1464","Sorbier-3",322
"1465","Souvigny-3",1838
"1466","Sussat-3",106
"1467","Target-3",259
"1468","Taxat-Senat-3",198
"1469","Teillet-Argenty-3",565
"1470","Terjat-3",193
"1471","LeTheil-3",400
"1472","Theneuille-3",377
"1473","Thiel-sur-Acolin-3",1114
"1474","Thionne-3",311
"1475","Tortezais-3",185
"1476","Toulon-sur-Allier-3",1157
"1477","Treban-3",389
"1478","Treignat-3",398
"1479","Treteau-3",529
"1480","Trevol-3",1695
"1481","Trezelles-3",422
"1482","Tronget-3",900
"1483","Urçay-3",284
"1484","Ussel-d'Allier-3",166
"1485","Valignat-3",76
"1486","Valigny-3",389
"1487","Vallon-en-Sully-3",1577
"1488","Varennes-sur-Allier-3",3666
"1489","Varennes-sur-Teche-3",245
"1490","Vaumas-3",547
"1491","Vaux-3",1169
"1492","Veauce-3",40
"1493","Venas-3",246
"1494","Vendat-3",2291
"1495","Verneix-3",614
"1496","LeVernet-3",1981
"1497","Verneuil-en-Bourbonnais-3",241
"1498","Vernusse-3",156
"1499","LeVeurdre-3",465
"1500","Vichy-3",25184
"1501","Vicq-3",320
"1502","Vieure-3",287
"1503","LeVilhain-3",284
"1504","Villebret-3",1355
"1505","Villefranche-d'Allier-3",1344
"1506","Villeneuve-sur-Allier-3",1089
"1507","Viplaix-3",305
"1508","Voussac-3",490
"1509","Ygrande-3",792
"1510","Yzeure-3",13419
"1511","Aiglun-4",1460
"1512","Allemagne-en-Provence-4",573
"1513","Allons-4",140
"1514","Allos-4",819
"1515","Angles-4",68
"1516","Annot-4",1071
"1517","Archail-4",15
"1518","Aubenas-les-Alpes-4",96
"1519","Aubignosc-4",614
"1520","Authon-4",63
"1521","Auzet-4",103
"1522","Banon-4",1013
"1523","Barcelonnette-4",2773
"1524","Barles-4",134
"1525","Barras-4",149
"1526","Barreme-4",432
"1527","Bayons-4",190
"1528","Beaujeu-4",131
"1529","Beauvezer-4",395
"1530","Bellaffaire-4",146
"1531","Bevons-4",302
"1532","Beynes-4",132
"1533","Blieux-4",58
"1534","Bras-d'Asse-4",572
"1535","Braux-4",126
"1536","LaBrillanne-4",1152
"1537","Brunet-4",296
"1538","LeBrusquet-4",987
"1539","LeCaire-4",76
"1540","Castellane-4",1536
"1541","LeCastellard-Melan-4",64
"1542","LeCastellet-4",302
"1543","Castellet-les-Sausses-4",142
"1544","Cereste-4",1224
"1545","LeChaffaut-Saint-Jurson-4",797
"1546","Champtercier-4",870
"1547","Chateau-Arnoux-Saint-Auban-4",5229
"1548","Chateaufort-4",28
"1549","Chateauneuf-Miravail-4",72
"1550","Chateauneuf-Val-Saint-Donat-4",517
"1551","Chateauredon-4",75
"1552","Chaudon-Norante-4",185
"1553","Clamensane-4",177
"1554","Claret-4",277
"1555","Clumanc-4",218
"1556","Colmars-4",495
"1557","LaCondamine-Chatelard-4",156
"1558","Corbieres-en-Provence-4",1228
"1559","Cruis-4",647
"1560","Curbans-4",585
"1561","Curel-4",53
"1562","Dauphin-4",848
"1563","Demandolx-4",137
"1564","Digne-les-Bains-4",17240
"1565","Draix-4",115
"1566","Enchastrayes-4",404
"1567","Entrages-4",105
"1568","Entrepierres-4",384
"1569","Entrevaux-4",856
"1570","Entrevennes-4",173
"1571","L'Escale-4",1417
"1572","Esparron-de-Verdon-4",400
"1573","Estoublon-4",497
"1574","Faucon-de-Barcelonnette-4",329
"1575","Faucon-du-Caire-4",58
"1576","Fontienne-4",132
"1577","Forcalquier-4",5156
"1578","LeFugeret-4",210
"1579","Ganagobie-4",92
"1580","LaGarde-4",108
"1581","Gigors-4",62
"1582","Greoux-les-Bains-4",2683
"1583","Hautes-Duyes-4",44
"1584","L'Hospitalet-4",91
"1585","Jausiers-4",1157
"1586","LaJavie-4",399
"1587","Lambruisse-4",96
"1588","Lardiers-4",136
"1589","LeLauzet-Ubaye-4",184
"1590","Limans-4",391
"1591","Lurs-4",391
"1592","Majastres-4",4
"1593","Malijai-4",1997
"1594","Mallefougasse-Auges-4",332
"1595","Mallemoisson-4",1058
"1596","Mane-4",1382
"1597","Manosque-4",23157
"1598","Marcoux-4",472
"1599","Meailles-4",120
"1600","LesMees-4",3784
"1601","Melve-4",124
"1602","Meolans-Revel-4",342
"1603","Mezel-4",657
"1604","Mirabeau-4",521
"1605","Mison-4",1154
"1606","Montagnac-Montpezat-4",426
"1607","Montclar-4",424
"1608","Montfort-4",329
"1609","Montfuron-4",225
"1610","Montjustin-4",60
"1611","Montlaux-4",201
"1612","Montsalier-4",143
"1613","Moriez-4",238
"1614","LaMotte-du-Caire-4",573
"1615","Moustiers-Sainte-Marie-4",726
"1616","LaMure-Argens-4",327
"1617","Nibles-4",41
"1618","Niozelles-4",284
"1619","Noyers-sur-Jabron-4",533
"1620","LesOmergues-4",131
