COD_VAR;LIB_VAR;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
codeGeo;Code du quartier prioritaire;QP076024;Quartier Thorez - Grimau;CHAR;8
codeGeo;Code du quartier prioritaire;QP076025;Quartier Hartmann - La Houssière;CHAR;8
codeGeo;Code du quartier prioritaire;QP076026;Buisson - Gallouen;CHAR;8
codeGeo;Code du quartier prioritaire;QP076027;Lalizel;CHAR;8
codeGeo;Code du quartier prioritaire;QP076028;Parc Du Ramponneau;CHAR;8
codeGeo;Code du quartier prioritaire;QP077001;La Renardière;CHAR;8
codeGeo;Code du quartier prioritaire;QP077002;La Grande Prairie;CHAR;8
codeGeo;Code du quartier prioritaire;QP077003;Schweitzer - Laennec;CHAR;8
codeGeo;Code du quartier prioritaire;QP077004;Orly Parc;CHAR;8
codeGeo;Code du quartier prioritaire;QP077005;Les Deux Parcs-Luzard;CHAR;8
codeGeo;Code du quartier prioritaire;QP077006;L'Arche Guedon;CHAR;8
codeGeo;Code du quartier prioritaire;QP077007;Le Mail;CHAR;8
codeGeo;Code du quartier prioritaire;QP077008;La Plaine De Lys - Bernard De Poret;CHAR;8
codeGeo;Code du quartier prioritaire;QP077009;Les Courtilleraie - Le Circé;CHAR;8
codeGeo;Code du quartier prioritaire;QP077010;Plateau De Corbeil - Plein-ciel;CHAR;8
codeGeo;Code du quartier prioritaire;QP077011;Les Mezereaux;CHAR;8
codeGeo;Code du quartier prioritaire;QP077012;L'Almont;CHAR;8
codeGeo;Code du quartier prioritaire;QP077013;Beauval Dunant;CHAR;8
codeGeo;Code du quartier prioritaire;QP077014;Surville;CHAR;8
codeGeo;Code du quartier prioritaire;QP077015;Les Fougères;CHAR;8
codeGeo;Code du quartier prioritaire;QP077016;Résidence Montmirail;CHAR;8
codeGeo;Code du quartier prioritaire;QP077017;Champbenoist;CHAR;8
codeGeo;Code du quartier prioritaire;QP077018;Anne Franck;CHAR;8
codeGeo;Code du quartier prioritaire;QP077019;Les Templiers;CHAR;8
codeGeo;Code du quartier prioritaire;QP077020;Mont Saint Martin;CHAR;8
codeGeo;Code du quartier prioritaire;QP077021;Quartier République Vilvaudé;CHAR;8
codeGeo;Code du quartier prioritaire;QP077022;Lugny Maronniers - Résidence Du Parc;CHAR;8
codeGeo;Code du quartier prioritaire;QP077023;Centre Ville -  Quartier De L'Europe;CHAR;8
codeGeo;Code du quartier prioritaire;QP077024;Droits De L'Homme;CHAR;8
codeGeo;Code du quartier prioritaire;QP078001;Val Fourré;CHAR;8
codeGeo;Code du quartier prioritaire;QP078002;Merisiers Plaisances;CHAR;8
codeGeo;Code du quartier prioritaire;QP078003;Domaine De La Vallée;CHAR;8
codeGeo;Code du quartier prioritaire;QP078004;Petits Prés  Sept Mares;CHAR;8
codeGeo;Code du quartier prioritaire;QP078005;Pont Du Routoir 2;CHAR;8
codeGeo;Code du quartier prioritaire;QP078006;Merisiers-Plaine De Neauphle;CHAR;8
codeGeo;Code du quartier prioritaire;QP078007;Jean Macé;CHAR;8
codeGeo;Code du quartier prioritaire;QP078008;Bois De L'Etang;CHAR;8
codeGeo;Code du quartier prioritaire;QP078009;Oiseaux;CHAR;8
codeGeo;Code du quartier prioritaire;QP078010;Fleurs;CHAR;8
codeGeo;Code du quartier prioritaire;QP078011;Noe-Feucherets;CHAR;8
codeGeo;Code du quartier prioritaire;QP078012;Cité Du Parc;CHAR;8
codeGeo;Code du quartier prioritaire;QP078013;Centre-Sud;CHAR;8
codeGeo;Code du quartier prioritaire;QP078014;Alouettes;CHAR;8
codeGeo;Code du quartier prioritaire;QP078015;Plateau;CHAR;8
codeGeo;Code du quartier prioritaire;QP078016;Vieux Pays;CHAR;8
codeGeo;Code du quartier prioritaire;QP078017;Valibout;CHAR;8
codeGeo;Code du quartier prioritaire;QP078018;Friches;CHAR;8
codeGeo;Code du quartier prioritaire;QP078019;Beauregard;CHAR;8
codeGeo;Code du quartier prioritaire;QP078020;Saint Exupéry;CHAR;8
codeGeo;Code du quartier prioritaire;QP078021;Cinq Quartiers;CHAR;8
codeGeo;Code du quartier prioritaire;QP078022;Cité Renault - Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP079001;Clou Bouchet;CHAR;8
codeGeo;Code du quartier prioritaire;QP079002;Tour Chabot Gavacherie;CHAR;8
codeGeo;Code du quartier prioritaire;QP079003;Pontreau Colline Saint André;CHAR;8
codeGeo;Code du quartier prioritaire;QP079004;Les Capucins;CHAR;8
codeGeo;Code du quartier prioritaire;QP079005;Valette;CHAR;8
codeGeo;Code du quartier prioritaire;QP080001;Étouvie;CHAR;8
codeGeo;Code du quartier prioritaire;QP080002;Pierre Rollin;CHAR;8
codeGeo;Code du quartier prioritaire;QP080003;Amiens Nord;CHAR;8
codeGeo;Code du quartier prioritaire;QP080004;Marcel Paul Salamandre;CHAR;8
codeGeo;Code du quartier prioritaire;QP080005;Condorcet Philéas Lebesgue;CHAR;8
codeGeo;Code du quartier prioritaire;QP080006;Les Parcheminiers;CHAR;8
codeGeo;Code du quartier prioritaire;QP080007;Soleil Levant;CHAR;8
codeGeo;Code du quartier prioritaire;QP080008;L'Espérance;CHAR;8
codeGeo;Code du quartier prioritaire;QP080009;Les Argillières;CHAR;8
codeGeo;Code du quartier prioritaire;QP081001;La Falgalarié;CHAR;8
codeGeo;Code du quartier prioritaire;QP081002;Laden Petit Train;CHAR;8
codeGeo;Code du quartier prioritaire;QP081003;Lameilhé;CHAR;8
codeGeo;Code du quartier prioritaire;QP081004;Aillot Bisséous Lardaillé;CHAR;8
codeGeo;Code du quartier prioritaire;QP081005;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP081006;Cantepau;CHAR;8
codeGeo;Code du quartier prioritaire;QP081007;Veyrières Rayssac;CHAR;8
codeGeo;Code du quartier prioritaire;QP081008;Lapanouse;CHAR;8
codeGeo;Code du quartier prioritaire;QP081009;Rajol - Cérou - Gourgatieux - Bouloc - Verrerie;CHAR;8
codeGeo;Code du quartier prioritaire;QP081010;Lentajou - Catalanis;CHAR;8
codeGeo;Code du quartier prioritaire;QP081011;Crins - En Gach;CHAR;8
codeGeo;Code du quartier prioritaire;QP082001;Coeur de Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP082002;Médiathèque - Chambord;CHAR;8
codeGeo;Code du quartier prioritaire;QP082003;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP082004;Sarlac;CHAR;8
codeGeo;Code du quartier prioritaire;QP083001;L'Agachon;CHAR;8
codeGeo;Code du quartier prioritaire;QP083002;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP083003;Les Collettes;CHAR;8
codeGeo;Code du quartier prioritaire;QP083004;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP083005;Romain Rolland;CHAR;8
codeGeo;Code du quartier prioritaire;QP083006;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP083007;Val Des Rougières;CHAR;8
codeGeo;Code du quartier prioritaire;QP083008;Berthe;CHAR;8
codeGeo;Code du quartier prioritaire;QP083009;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP083010;La Beaucaire;CHAR;8
codeGeo;Code du quartier prioritaire;QP083011;La Florane;CHAR;8
codeGeo;Code du quartier prioritaire;QP083012;Pontcarral;CHAR;8
codeGeo;Code du quartier prioritaire;QP083013;Pont Du Las- Rodeilhac;CHAR;8
codeGeo;Code du quartier prioritaire;QP083014;Beaulieu- Sainte Marie;CHAR;8
codeGeo;Code du quartier prioritaire;QP083015;Sainte Musse;CHAR;8
codeGeo;Code du quartier prioritaire;QP083016;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP083017;Le Jonquet- La Baume- Le Guynemer;CHAR;8
codeGeo;Code du quartier prioritaire;QP083018;La Gabelle;CHAR;8
codeGeo;Code du quartier prioritaire;QP083019;Centre Ville - Le Vergeiras;CHAR;8
codeGeo;Code du quartier prioritaire;QP083020;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP083021;Le Carami;CHAR;8
codeGeo;Code du quartier prioritaire;QP084001;Quartiers Griffons Et Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP084002;Monclar Champfleury Rocade Sud Barbière Croix Des Oiseaux;CHAR;8
codeGeo;Code du quartier prioritaire;QP084003;Quartiers Nord Est;CHAR;8
codeGeo;Code du quartier prioritaire;QP084004;Quartier De Saint Chamand;CHAR;8
codeGeo;Code du quartier prioritaire;QP084005;Quartiers Camp Rambaud - Les Mérides;CHAR;8
codeGeo;Code du quartier prioritaire;QP084006;Quartiers Joffre Et Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP084007;Quartiers Centre Ancien Et Sud Ouest;CHAR;8
codeGeo;Code du quartier prioritaire;QP084008;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP084009;Amandier - Eléphants;CHAR;8
codeGeo;Code du quartier prioritaire;QP084010;Pous Du Plan;CHAR;8
codeGeo;Code du quartier prioritaire;QP084011;Quintine - Villemarie - Ubac - Le Parc;CHAR;8
codeGeo;Code du quartier prioritaire;QP084012;Fourchevieilles Comtadines L'Aygues;CHAR;8
codeGeo;Code du quartier prioritaire;QP084013;Quartiers Nogent Saint Clément;CHAR;8
codeGeo;Code du quartier prioritaire;QP084014;Quartiers Générat Establet;CHAR;8
codeGeo;Code du quartier prioritaire;QP084015;Quartier De Chaffunes;CHAR;8
codeGeo;Code du quartier prioritaire;QP084016;Quartiers Du Vieux Moulin Aux Mûriers;CHAR;8
codeGeo;Code du quartier prioritaire;QP084017;Centre Ancien Et Quartier De Saint Michel;CHAR;8
codeGeo;Code du quartier prioritaire;QP084018;Quartiers Nord - Ouest;CHAR;8
codeGeo;Code du quartier prioritaire;QP084019;Centre ancien - Les Tours - La Gaillarde - Mistral - Sévigné;CHAR;8
codeGeo;Code du quartier prioritaire;QP084020;Quartiers Dr Ayme Condamines Barillon Saint Martin Bon Puits Saint Gilles Ratacans;CHAR;8
codeGeo;Code du quartier prioritaire;QP084021;Quartiers La Clède Gare Route De Pertuis Saint Anne;CHAR;8
codeGeo;Code du quartier prioritaire;QP084022;Nord Du Centre Ancien Giono Ouest;CHAR;8
codeGeo;Code du quartier prioritaire;QP085001;Jean Yole - Pyramides;CHAR;8
codeGeo;Code du quartier prioritaire;QP085002;Vigne-aux-Roses;CHAR;8
codeGeo;Code du quartier prioritaire;QP085003;Liberté - Zola;CHAR;8
codeGeo;Code du quartier prioritaire;QP085004;Centre - Moulins Liots;CHAR;8
codeGeo;Code du quartier prioritaire;QP086001;Lac Renardières Ozon;CHAR;8
codeGeo;Code du quartier prioritaire;QP086002;Châteauneuf Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP086003;Bel Air;CHAR;8
codeGeo;Code du quartier prioritaire;QP086004;Trois Cités;CHAR;8
codeGeo;Code du quartier prioritaire;QP086005;Couronneries;CHAR;8
codeGeo;Code du quartier prioritaire;QP086006;Beaulieu;CHAR;8
codeGeo;Code du quartier prioritaire;QP087001;Portes Ferrées;CHAR;8
codeGeo;Code du quartier prioritaire;QP087002;La Bastide;CHAR;8
codeGeo;Code du quartier prioritaire;QP087003;Le Sablard;CHAR;8
codeGeo;Code du quartier prioritaire;QP087004;Beaubreuil;CHAR;8
codeGeo;Code du quartier prioritaire;QP087005;Val De L'Aurence Sud;CHAR;8
codeGeo;Code du quartier prioritaire;QP087006;Val De L'Aurence Nord;CHAR;8
codeGeo;Code du quartier prioritaire;QP087007;Les Coutures;CHAR;8
codeGeo;Code du quartier prioritaire;QP087008;Bellevue;CHAR;8
codeGeo;Code du quartier prioritaire;QP087009;Le Vigenal;CHAR;8
codeGeo;Code du quartier prioritaire;QP088001;Bitola;CHAR;8
codeGeo;Code du quartier prioritaire;QP088002;La Justice;CHAR;8
codeGeo;Code du quartier prioritaire;QP088003;Le Haut Du Gras;CHAR;8
codeGeo;Code du quartier prioritaire;QP088004;Le Rhumont;CHAR;8
codeGeo;Code du quartier prioritaire;QP088005;Saint Roch - L'Orme;CHAR;8
codeGeo;Code du quartier prioritaire;QP088006;Kellermann;CHAR;8
codeGeo;Code du quartier prioritaire;QP089001;La Rive Droite;CHAR;8
codeGeo;Code du quartier prioritaire;QP089002;Les Brichères - Sainte Geneviève;CHAR;8
codeGeo;Code du quartier prioritaire;QP089003;Les Rosoirs;CHAR;8
codeGeo;Code du quartier prioritaire;QP089004;Pompidou-Ravel;CHAR;8
codeGeo;Code du quartier prioritaire;QP089005;La Madeleine;CHAR;8
codeGeo;Code du quartier prioritaire;QP089006;Arènes - Champs Plaisants;CHAR;8
codeGeo;Code du quartier prioritaire;QP089007;Les Chaillots;CHAR;8
codeGeo;Code du quartier prioritaire;QP090001;Bougenel - Mulhouse;CHAR;8
codeGeo;Code du quartier prioritaire;QP090002;Les Glacis Du Château;CHAR;8
codeGeo;Code du quartier prioritaire;QP090003;Dardel La Méchelle;CHAR;8
codeGeo;Code du quartier prioritaire;QP090004;Résidences Le Mont;CHAR;8
codeGeo;Code du quartier prioritaire;QP090005;Arsot Ganghoffer;CHAR;8
codeGeo;Code du quartier prioritaire;QP091001;Le Bois Des Roches;CHAR;8
codeGeo;Code du quartier prioritaire;QP091002;Les Tarterêts;CHAR;8
codeGeo;Code du quartier prioritaire;QP091003;Montconseil;CHAR;8
codeGeo;Code du quartier prioritaire;QP091004;La Nacelle;CHAR;8
codeGeo;Code du quartier prioritaire;QP091005;Rive Droite;CHAR;8
codeGeo;Code du quartier prioritaire;QP091006;Quartier Ouest;CHAR;8
codeGeo;Code du quartier prioritaire;QP091007;Les Ardrets;CHAR;8
codeGeo;Code du quartier prioritaire;QP091008;Les Aunettes;CHAR;8
codeGeo;Code du quartier prioritaire;QP091009;La Grange Aux Cerfs;CHAR;8
codeGeo;Code du quartier prioritaire;QP091010;Les Aunettes;CHAR;8
codeGeo;Code du quartier prioritaire;QP091011;Les Hautes Mardelles;CHAR;8
codeGeo;Code du quartier prioritaire;QP091012;Plaine - Cinéastes;CHAR;8
codeGeo;Code du quartier prioritaire;QP091013;Le Vieillet;CHAR;8
codeGeo;Code du quartier prioritaire;QP091014;Bel Air - Rocade;CHAR;8
codeGeo;Code du quartier prioritaire;QP091015;Bièvre Poterne - Zola;CHAR;8
codeGeo;Code du quartier prioritaire;QP091016;Le Canal;CHAR;8
codeGeo;Code du quartier prioritaire;QP091017;Pyramides - Bois Sauvage;CHAR;8
codeGeo;Code du quartier prioritaire;QP091018;Les Aunettes;CHAR;8
codeGeo;Code du quartier prioritaire;QP091019;Champtier Du Coq;CHAR;8
codeGeo;Code du quartier prioritaire;QP091020;Petit Bourg;CHAR;8
codeGeo;Code du quartier prioritaire;QP091021;Le Parc Aux Lièvres;CHAR;8
codeGeo;Code du quartier prioritaire;QP091022;Les Passages;CHAR;8
codeGeo;Code du quartier prioritaire;QP091023;Les Epinettes;CHAR;8
codeGeo;Code du quartier prioritaire;QP091024;Champs Elysées;CHAR;8
codeGeo;Code du quartier prioritaire;QP091025;Le Plateau;CHAR;8
codeGeo;Code du quartier prioritaire;QP091026;La Grande Borne - Le Plateau;CHAR;8
codeGeo;Code du quartier prioritaire;QP091027;Grigny 2;CHAR;8
codeGeo;Code du quartier prioritaire;QP091028;Le Noyer Renard;CHAR;8
codeGeo;Code du quartier prioritaire;QP091029;Clos Nollet;CHAR;8
codeGeo;Code du quartier prioritaire;QP091030;Grand Vaux;CHAR;8
codeGeo;Code du quartier prioritaire;QP091031;Les Bergeries;CHAR;8
codeGeo;Code du quartier prioritaire;QP091032;La Forêt;CHAR;8
codeGeo;Code du quartier prioritaire;QP091033;La Croix Blanche;CHAR;8
codeGeo;Code du quartier prioritaire;QP091034;La Prairie De L'Oly;CHAR;8
codeGeo;Code du quartier prioritaire;QP091035;Quartier Sud;CHAR;8
codeGeo;Code du quartier prioritaire;QP091036;Le Tiec;CHAR;8
codeGeo;Code du quartier prioritaire;QP091037;Plateau De Guinette;CHAR;8
codeGeo;Code du quartier prioritaire;QP091038;La Croix  De Vernailles;CHAR;8
codeGeo;Code du quartier prioritaire;QP091039;Opéra;CHAR;8
codeGeo;Code du quartier prioritaire;QP092001;Bac D'Asnières - Beaujon;CHAR;8
codeGeo;Code du quartier prioritaire;QP092002;Université I;CHAR;8
codeGeo;Code du quartier prioritaire;QP092003;Université II;CHAR;8
codeGeo;Code du quartier prioritaire;QP092004;Noyer Doré;CHAR;8
codeGeo;Code du quartier prioritaire;QP092005;Cité Jardins;CHAR;8
codeGeo;Code du quartier prioritaire;QP092006;Chemin De L'île;CHAR;8
codeGeo;Code du quartier prioritaire;QP092007;Le Parc;CHAR;8
codeGeo;Code du quartier prioritaire;QP092008;Abbé Grégoire - Mirabeau;CHAR;8
codeGeo;Code du quartier prioritaire;QP092009;Tertres-Cuverons;CHAR;8
codeGeo;Code du quartier prioritaire;QP092010;Les Courtilles;CHAR;8
codeGeo;Code du quartier prioritaire;QP092011;Fossés Jean;CHAR;8
codeGeo;Code du quartier prioritaire;QP092012;Hauts d'Asnières;CHAR;8
codeGeo;Code du quartier prioritaire;QP092013;Agnettes;CHAR;8
codeGeo;Code du quartier prioritaire;QP092014;Entrée De Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP092015;Petit Colombes;CHAR;8
codeGeo;Code du quartier prioritaire;QP092016;Petit Nanterre;CHAR;8
codeGeo;Code du quartier prioritaire;QP092017;Grésillons Voltaire I - Gabriel Péri;CHAR;8
codeGeo;Code du quartier prioritaire;QP092018;Grésillons Voltaire II - Grésillons;CHAR;8
codeGeo;Code du quartier prioritaire;QP092019;AIRE 2029;CHAR;8
codeGeo;Code du quartier prioritaire;QP092020;Cité Des Musiciens;CHAR;8
codeGeo;Code du quartier prioritaire;QP092021;Les Musiciens;CHAR;8
codeGeo;Code du quartier prioritaire;QP093001;Secteur Gare - Aviatic;CHAR;8
codeGeo;Code du quartier prioritaire;QP093002;Secteur Saint-Nicolas - Guynemer - Gai Logis;CHAR;8
codeGeo;Code du quartier prioritaire;QP093003;Haut Clichy - Centre Ville - Bosquets - Lucien Noel;CHAR;8
codeGeo;Code du quartier prioritaire;QP093004;Quartier Avenir Parisien;CHAR;8
codeGeo;Code du quartier prioritaire;QP093005;Quartiers La Muette - Village Parisien;CHAR;8
codeGeo;Code du quartier prioritaire;QP093006;Quartiers Economie - Les Oiseaux;CHAR;8
codeGeo;Code du quartier prioritaire;QP093007;Thorez - Larivière - Langevin - Moulin - Allende;CHAR;8
codeGeo;Code du quartier prioritaire;QP093008;La Capsulerie;CHAR;8
codeGeo;Code du quartier prioritaire;QP093009;Le Plateau - Les Malassis - La Noue;CHAR;8
codeGeo;Code du quartier prioritaire;QP093010;Les Courtillières - Pont-De-Pierre;CHAR;8
codeGeo;Code du quartier prioritaire;QP093011;Quartier Salengro - Gaston Roulaud - Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP093012;Blanqui;CHAR;8
codeGeo;Code du quartier prioritaire;QP093013;Marnaudes - Fosse Aux Bergers - La Sablière;CHAR;8
codeGeo;Code du quartier prioritaire;QP093014;Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud;CHAR;8
codeGeo;Code du quartier prioritaire;QP093015;Trois Communes - Fabien;CHAR;8
codeGeo;Code du quartier prioritaire;QP093016;Branly - Boissière;CHAR;8
codeGeo;Code du quartier prioritaire;QP093017;Boissière - Saussaie-Beauclair;CHAR;8
codeGeo;Code du quartier prioritaire;QP093018;Bel Air - Grands Pêchers - Ruffins - Le Morillon;CHAR;8
codeGeo;Code du quartier prioritaire;QP093019;Jean Moulin - Espoir;CHAR;8
codeGeo;Code du quartier prioritaire;QP093020;Béthisy;CHAR;8
codeGeo;Code du quartier prioritaire;QP093021;Le Londeau;CHAR;8
codeGeo;Code du quartier prioritaire;QP093022;La Boissière;CHAR;8
codeGeo;Code du quartier prioritaire;QP093023;Sept Arpents - Stalingrad;CHAR;8
codeGeo;Code du quartier prioritaire;QP093024;Quatre Chemins;CHAR;8
codeGeo;Code du quartier prioritaire;QP093025;Marcel Cachin;CHAR;8
codeGeo;Code du quartier prioritaire;QP093026;Quartier de L'Horloge;CHAR;8
codeGeo;Code du quartier prioritaire;QP093027;Gagarine;CHAR;8
codeGeo;Code du quartier prioritaire;QP093028;Franc Moisin - Cosmonautes - Cristino Garcia - Landy;CHAR;8
codeGeo;Code du quartier prioritaire;QP093029;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP093030;Orgemont;CHAR;8
codeGeo;Code du quartier prioritaire;QP093031;La Source - Les Presles;CHAR;8
codeGeo;Code du quartier prioritaire;QP093032;Thorez-Géraux;CHAR;8
codeGeo;Code du quartier prioritaire;QP093033;Méchin - Bocage;CHAR;8
codeGeo;Code du quartier prioritaire;QP093034;Paul-Cachin;CHAR;8
codeGeo;Code du quartier prioritaire;QP093035;Centre Ville - Chatenay - Maroc - Poètes;CHAR;8
codeGeo;Code du quartier prioritaire;QP093036;Joncherolles - Fauvettes;CHAR;8
codeGeo;Code du quartier prioritaire;QP093037;Plaine - Landy - Bailly;CHAR;8
codeGeo;Code du quartier prioritaire;QP093038;Pleyel;CHAR;8
codeGeo;Code du quartier prioritaire;QP093039;Grand Centre - Sémard;CHAR;8
codeGeo;Code du quartier prioritaire;QP093040;Floréal Saussaie Allende;CHAR;8
codeGeo;Code du quartier prioritaire;QP093041;Plaine Trezel - Chaudron;CHAR;8
codeGeo;Code du quartier prioritaire;QP093042;Saint-Rémy - Joliot Curie - Bel Air;CHAR;8
codeGeo;Code du quartier prioritaire;QP093043;Langevin - Lavoisier - Tartres - Allende;CHAR;8
codeGeo;Code du quartier prioritaire;QP093044;Cordon;CHAR;8
codeGeo;Code du quartier prioritaire;QP093045;Michelet - Les Puces - Debain;CHAR;8
codeGeo;Code du quartier prioritaire;QP093046;Vieux Saint-Ouen;CHAR;8
codeGeo;Code du quartier prioritaire;QP093047;Pasteur - Arago - Zola;CHAR;8
codeGeo;Code du quartier prioritaire;QP093048;Centre Elargi;CHAR;8
codeGeo;Code du quartier prioritaire;QP093049;Quartier Politique De La Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP093050;Rougemont;CHAR;8
codeGeo;Code du quartier prioritaire;QP093051;Montceleux - Pont Blanc;CHAR;8
codeGeo;Code du quartier prioritaire;QP093052;Parc De La Noue - Picasso - Pasteur - Europe - Merisiers;CHAR;8
codeGeo;Code du quartier prioritaire;QP093053;Tremblay Grand Ensemble;CHAR;8
codeGeo;Code du quartier prioritaire;QP093054;Les Beaudottes;CHAR;8
codeGeo;Code du quartier prioritaire;QP093055;Secteur Nord Pont-Yblon;CHAR;8
codeGeo;Code du quartier prioritaire;QP093056;Jean Moulin - Jean Bouin;CHAR;8
codeGeo;Code du quartier prioritaire;QP093057;Les Peupliers;CHAR;8
codeGeo;Code du quartier prioritaire;QP093058;Val Coteau;CHAR;8
codeGeo;Code du quartier prioritaire;QP093059;Mont d’Est - Palacio;CHAR;8
codeGeo;Code du quartier prioritaire;QP093060;Pavé-Neuf;CHAR;8
codeGeo;Code du quartier prioritaire;QP093061;Champy - Hauts Bâtons;CHAR;8
codeGeo;Code du quartier prioritaire;QP093062;Pré-Gentil;CHAR;8
codeGeo;Code du quartier prioritaire;QP093063;Marnaudes - Bois-Perrier;CHAR;8
codeGeo;Code du quartier prioritaire;QP094001;Pierre Et Marie Curie;CHAR;8
codeGeo;Code du quartier prioritaire;QP094002;Irlandais - Paul Vaillant Couturier - Cherchefeuille;CHAR;8
codeGeo;Code du quartier prioritaire;QP094003;La Haie Griselle - La Hêtraie;CHAR;8
codeGeo;Code du quartier prioritaire;QP094004;Chantereine;CHAR;8
codeGeo;Code du quartier prioritaire;QP094005;Mont Mesly - La Habette - Coteaux Du Sud;CHAR;8
codeGeo;Code du quartier prioritaire;QP094006;Petit Pré - Sablières;CHAR;8
codeGeo;Code du quartier prioritaire;QP094007;Les Bleuets;CHAR;8
codeGeo;Code du quartier prioritaire;QP094008;Gagarine;CHAR;8
codeGeo;Code du quartier prioritaire;QP094009;Ivry Port;CHAR;8
codeGeo;Code du quartier prioritaire;QP094010;Monmousseau;CHAR;8
codeGeo;Code du quartier prioritaire;QP094011;Colonel Fabien;CHAR;8
codeGeo;Code du quartier prioritaire;QP094012;Centre Ville : Defresne - Vilmorin - Robespierre;CHAR;8
codeGeo;Code du quartier prioritaire;QP094013;Commune De Paris - 8 Mai 1945;CHAR;8
codeGeo;Code du quartier prioritaire;QP094014;Balzac;CHAR;8
codeGeo;Code du quartier prioritaire;QP094015;Péri - Schuman  Bergonié;CHAR;8
codeGeo;Code du quartier prioritaire;QP094016;Chaperon Vert;CHAR;8
codeGeo;Code du quartier prioritaire;QP094017;Jardins Parisiens;CHAR;8
codeGeo;Code du quartier prioritaire;QP094018;Lallier;CHAR;8
codeGeo;Code du quartier prioritaire;QP094019;Jardins Parisiens - Stade;CHAR;8
codeGeo;Code du quartier prioritaire;QP094020;Alexandre Dumas;CHAR;8
codeGeo;Code du quartier prioritaire;QP094021;Lebon - Hochart - Mermoz (Lozaits Sud);CHAR;8
codeGeo;Code du quartier prioritaire;QP094022;Lozaits Nord - Grimau - Armand Gouret;CHAR;8
codeGeo;Code du quartier prioritaire;QP094023;Fabien;CHAR;8
codeGeo;Code du quartier prioritaire;QP094024;Les Quatre Cités;CHAR;8
codeGeo;Code du quartier prioritaire;QP094025;L'Egalité;CHAR;8
codeGeo;Code du quartier prioritaire;QP094026;Les Mordacs;CHAR;8
codeGeo;Code du quartier prioritaire;QP094027;Le Bois L'Abbé;CHAR;8
codeGeo;Code du quartier prioritaire;QP094028;Le Plateau;CHAR;8
codeGeo;Code du quartier prioritaire;QP094029;La Redoute (Le Fort-Michelet);CHAR;8
codeGeo;Code du quartier prioritaire;QP094030;Les Larris;CHAR;8
codeGeo;Code du quartier prioritaire;QP094031;Quartier Est;CHAR;8
codeGeo;Code du quartier prioritaire;QP094032;Quartier Sud;CHAR;8
codeGeo;Code du quartier prioritaire;QP094033;Rives De La Marne;CHAR;8
codeGeo;Code du quartier prioritaire;QP094034;Les Grands Champs;CHAR;8
codeGeo;Code du quartier prioritaire;QP094035;Polognes-Centre Ville - Le Plateau - Saint-Martin;CHAR;8
codeGeo;Code du quartier prioritaire;QP094036;Lutèce- Bergerie;CHAR;8
codeGeo;Code du quartier prioritaire;QP094037;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP094038;Le Quartier Nord;CHAR;8
codeGeo;Code du quartier prioritaire;QP094039;Le Quartier Nord- Les Tours;CHAR;8
codeGeo;Code du quartier prioritaire;QP094040;Triage;CHAR;8
codeGeo;Code du quartier prioritaire;QP094041;Portes De Paris - Les Hautes-Noues;CHAR;8
codeGeo;Code du quartier prioritaire;QP094042;Cité Jardins;CHAR;8
codeGeo;Code du quartier prioritaire;QP095001;Noyer Crapaud;CHAR;8
codeGeo;Code du quartier prioritaire;QP095002;Justice - Butte Blanche;CHAR;8
codeGeo;Code du quartier prioritaire;QP095003;Champioux;CHAR;8
codeGeo;Code du quartier prioritaire;QP095004;Brigadières - Henri Barbusse;CHAR;8
codeGeo;Code du quartier prioritaire;QP095005;Val D'Argent Nord;CHAR;8
codeGeo;Code du quartier prioritaire;QP095006;Val D'Argent Sud;CHAR;8
codeGeo;Code du quartier prioritaire;QP095007;Champagne;CHAR;8
codeGeo;Code du quartier prioritaire;QP095008;Joliot Curie;CHAR;8
codeGeo;Code du quartier prioritaire;QP095009;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP095010;Delaune Masson Colomb;CHAR;8
codeGeo;Code du quartier prioritaire;QP095011;Axe Majeur - Horloge;CHAR;8
